,loss,acc,mse,val_loss,val_acc,val_mse,lr
0,2.544631004333496,0.18117782473564148,31.52142906188965,2.829562187194824,0.07518427819013596,31.511070251464844,1e-05
1,2.0393714904785156,0.32951101660728455,31.52515983581543,2.588031768798828,0.10245700180530548,31.506927490234375,1e-05
2,1.7706578969955444,0.4115816056728363,31.528907775878906,2.639429807662964,0.0749385729432106,31.511343002319336,1e-05
3,1.5642369985580444,0.48087477684020996,31.5321102142334,2.507678985595703,0.10761670768260956,31.508499145507812,1e-05
4,1.4355754852294922,0.5215824246406555,31.53483772277832,2.5471572875976562,0.15405406057834625,31.5157413482666,1e-05
5,1.3169149160385132,0.5649930238723755,31.537412643432617,2.466359853744507,0.20884521305561066,31.524124145507812,1e-05
6,1.2280051708221436,0.5929232239723206,31.539323806762695,2.0790629386901855,0.3115479052066803,31.525407791137695,1e-05
7,1.1516759395599365,0.6156933307647705,31.541099548339844,1.65232253074646,0.42579853534698486,31.52626609802246,1e-05
8,1.0961467027664185,0.6324023008346558,31.543188095092773,1.1126362085342407,0.637837827205658,31.534597396850586,1e-05
9,1.0355490446090698,0.6602506637573242,31.544788360595703,1.3335883617401123,0.5513513684272766,31.532806396484375,1e-05
10,0.9844905734062195,0.6754034161567688,31.546550750732422,0.8310872316360474,0.7351351380348206,31.545207977294922,1e-05
11,0.9234830737113953,0.6952248215675354,31.548114776611328,0.7731867432594299,0.7498771548271179,31.548049926757812,1e-05
12,0.8869081735610962,0.7116881012916565,31.549564361572266,0.7109501361846924,0.7665847539901733,31.550899505615234,1e-05
13,0.828117311000824,0.7325743436813354,31.551084518432617,0.7098011374473572,0.7759214043617249,31.55248260498047,1e-05
14,0.7930919528007507,0.7397821545600891,31.55260467529297,0.6650866866111755,0.7835381031036377,31.55312728881836,1e-05
15,0.7546181082725525,0.7550168037414551,31.554014205932617,0.6030248999595642,0.8110564947128296,31.557418823242188,1e-05
16,0.722088098526001,0.7664018273353577,31.55506134033203,0.5941017270088196,0.8076167106628418,31.55795669555664,1e-05
17,0.6907391548156738,0.7773773670196533,31.556507110595703,0.5587605237960815,0.8194103240966797,31.560224533081055,1e-05
